stock_code,stock_name,nid,title,content,view_count,like_count,dislike_count
000100,유한양행,404547245,주가 떨어지는데 조대표가 욕 먹는 이유,그냥 무능하니까. 주가는 회사가 방치하는 순간 공매 놀이터여. 입으로만 주주가치 제고 말하지 말고 적시에 적절하게 대응 해야지. 시장에 맡겨 놓는다? 그냥 대표 자리에서 내려와~~~,39,9,0
000100,유한양행,404543326,오스코 빠진다.,유한도 빠지겠네. ㅋㅋ,21,4,1
000100,유한양행,404540685,승인 전 조심해야한다 운전.,지금처럼 운전하면 개미+개미신용 쌓인다..어렵게 신용 털어내고 운전 젗같이하지마라제발..,47,3,1
000100,유한양행,404532161,고혈압 치료제 식약청 승인 받음,"유한양행(000100)은 본태성 고혈압 치료제로 개발된 ‘트루셋정’(AD-209, 성분명 텔미사르탄·암로디핀·클로르탈리돈)이 식품의약품안전처의 품목허가 승인을 받았다고 30일 공시했다. 트루셋은 저용량 3제 요법으로, 본태성 고혈압 환자에게서 유의한 혈압 강하 효과가 있으며 고혈압 환자의 초기 치료에 효과적이고 안전할 것으로 기대된다. 유한양행은 “약가 취득 후 국내 출시할 예정”이라고 밝혔다.",1369,54,5
000100,유한양행,404529990,공매화이팅,좀만 더 내려줘 117000원까지 줍줍 좀하게 ㅋㅋ,78,0,0
000100,유한양행,404529064,어디 인기상승보고 들어온 단타들 글 쓰는 거보면,웃김 그냥 ㅋㅋㅋㅋㅋㅋㅋㅋ 니들이 뭘 알겟느냐마는 유한이는 묻어둬라 욕 많이 먹어도 보답할거다,54,3,0
000100,유한양행,404528555,조심해라,한미약품꼴난다,40,1,2
000100,유한양행,404519528,윗꼬리가 너무길다,좀 답없어보인다. 그나마 바이오로 순환매돌아오지 않으면 힘들겠다. 추석이후 아이오가 주도주 될가능성이 있긴한데 어디까지나 공매님 마음이니까...,92,2,0
000100,유한양행,404511554,이뮨 17% 오스코텍 10%,유한 뭐하냐! 아휴 쪽팔리지 않냐,96,3,0
000100,유한양행,404508083,광복절 이후로 분봉에서 4번 막혔음,이제 가던지 죽던지 둘 중 하나임.,40,3,0
000100,유한양행,404503121,응봉이다!!!!,기대도없다 !!!개잡주야,37,1,1
000100,유한양행,404499088,어쨌거나,오늘 차익실현이든 똔똔이 탈출이든 추식보너스니 명절잘보내시구 다신 유한 쳐다보지마시길 남은분들은 갈때까지 가보는겁니다 명절휴일에도 미국은 장열리니 fda승인 이라든지 목메는 기술수출이라든지 하나만 터져주면 감사해야죠 오스코텍 보면 감잡으실겁니다 원조가 오스코텍이고 어차피 뿐빠이니 거기도 목메고 있을겁니다 관세 영향없다고 해도 주가발목잡는 유한 오스코텤 세력들은 뭘 알기에 계속 쳐올리고 있겠죠 덩치큰 유한이 오픈이노베이션이나 하고 있고 그많은 석박사 연구진들 어이가 없죠? 가야만 하는주식이 안가고 비실거릴때 알아보라 했는데 기다려야죠 공매들도 숏커버 하면서 매수도 하고 그땐 주가좀 올라가겠죠 오늘 마이너스 보내든지 메이져가 알아서 할것입니다 기운들 내시길,53,3,1
000100,유한양행,404495947,불안과 평온,판사람은 더 오를까 불안하고 산사람은 더 내릴까 불안하고 유한이는 걍 장기로 보면 맘이 평온해짐~~~~!!!!!!,30,3,1
000100,유한양행,404494185,맞네 레전드,ㄲ ㅗ ㄹ 깝이다.,24,1,1
000100,유한양행,404492661,끄은...,좋다 말았네!!!!,16,2,1
000100,유한양행,404491240,와,또 다빠지냐,58,0,0
000100,유한양행,404490252,공매도?????,환수????????? 공매도만 50만주넘을텐데?이주식 ???????공매도 넘버원주식으로 알고잇는뎅?,34,0,1
000100,유한양행,404489212,양갱이 오랜만에 좀 올라보자ᆢ,조루양행은 안되는거 알지?,23,0,0
000100,유한양행,404479828,공매도가!,연일5% 이상인데 주가 가겟나 손놓고 있는 회사가 더 문제,49,6,1
000100,유한양행,404467944,"존슨신고가폭등중, ,렉라자로열먹고",15장상한예상,201,13,2
000100,유한양행,404453245,"# 전수조사해서 원스트라이크아웃, 과징금, 형사처벌시켜 영구퇴출 시켜라...",# 5년간 불공정거래 464건 적발…부정거래·공매도 과반 차지 https://www.moneys.co.kr/article/2025092914305234165,121,10,0
000100,유한양행,404439952,이제는 결정해야 하는데,손절하고 다른 종목에서 복구하는게 더 빠를 듯 아 속아파 그러니까 내가 들어오지 말라니까 이거 올라봤자 작년 16만원 겨우 찍은거 가겠냐고 끽해야 13인데 이것도 올해 손에 꼽을 정도고 마이너스 5천이라 손절이 쉽지가 않네 기다리면 뭐해 언제 올건데 그걸 몰라서 기다리는건데 2028년 6천억 받으면 40프로 오스코 떼주고 그때 오르기나 할까 몇년 이 상태로 돈 묵히는게 기회비용을 어마하게 날리는,154,6,0
000100,유한양행,404425103,유한양행 26년 주총날되면,이미 주가가 걸레가 되어 복구할수 없는 상태로 되어 있을것입니다 하루빨리 주주 연대 결성하여 조직적 대응을 할 수 있도록 액트가입 지분 3% 모아 놓고 조욱제를 견제해 26년 주총전에 끝장 봅시다,111,14,1
000100,유한양행,404413388,와ᆢ 진짜 너무한다ᆢ,지금 제약바이오 다 오르는데ᆢ 넌 뭐냐ㅎ 웃음만나네ᆢ 작작좀해라ᆢ 본장에선 두고보겠어,100,2,2
000100,유한양행,404406559,관세영향,거의 없는 종목임에도 불구하고 의약품 관세 뉴스로 다 합쳐서 30퍼는 빠진거 같은데.. 관세로 하한가 쳐맞은거랑 똑같음. 작년부터 트럼프가 의약품관세 여러 수십번 얘기했고 뉴스 나올때마다 2퍼씩은 빠졌음. 이놈은 선반영 후반영 이런거도 없고 그냥 개잡주라 뉴스 나올때마다 빠진거임. 얼마나 더 빠지는지 지켜보자고ㅋㅋ,529,21,7
000100,유한양행,404399258,주식할땐 마인드를 살짝 다르게 가져보세요,관세 100프로?? 확률도 적지만 한가지종목 또는 투자금 올인하신분 아니라면 오히려 트럼프가 미친척하고 관세 100프로한번 해주길 바래야하는거아닌가요 이미사놓은 주식은 충격받겠지만 떨궈진가격에서 더 사놓을수있다면 관세란게 주구장창 100프로 그럴일도 없고 시간이 지나면 회복되니 수익이 더 커지겠죠 짧게 바라보는 수익도 중요하지만 길게보면 오히려 100프로 돈벌수있는기회를 만들어주는거죠,282,2,2
000100,유한양행,404388376,국장 제약바이오 가장 어이없는 두회사,"아무것도 없는 HLB가 시총 20조였던 사실, 그리고 현재도 시총 5조 렉라자 유한양행이 시총 10조를 못넘기는 사실, 똑같은 렉라자의 오스코텍은 연일 신고가, 유한양행은 12.9 비상계엄 코스피 최저가 당시 주가를 벗어나지 못하는 현실. 20조는 HLB가 아니라 유한양행 자리인것을.",3257,88,5
000100,유한양행,404381443,좌측 대부분,본질을 외면하고 대표 욕만함 ㅋㅋㅋ 야들아 환율봤어? ㅋㅋ 관세는 추석 보너스다 대통령이 관세가 뭔지도 모르고 놀러다니거 같은데 ㅋㅋㅋㅋ,115,9,7
000100,유한양행,404373301,아파서 죽을병,걸리면 미국인 들만 죽는거지 관세올려 약값 비싸지면 미국인들 돈없어 약도못써보고 가는기잔아 미국 인구 줄겠네 도람프 잘한다 니국민들 다죽이고 니혼자 대통해라,54,3,2
000100,유한양행,404364261,한미 잘버티네,찐 세력이 있나보다 유한은 왜 저런세력들이 없었을까? 다들 데어서 그럴겨 유한 신규매수 금지 물린분들과 공매들의 리그로 신규매수 한분들은 진짜 없기를 신규매수는 힘들게번돈 한강에 던지는 꼴입니다 신규매수 해서 징징거리기 없기를,73,3,3
000100,유한양행,404358635,알테오젠. 반등한다 꼬봉도 따라가아지,개잡주 오늘로서 바이다 개잡주 대단하다 회사가 신한이랑 짜고 치는 주주 엿먹이는 회사 ㅎ,44,2,0
000100,유한양행,404352706,유한양행은 외인이 처박으면 받아주고,기관도 처박으면 또 받아주고 이넘 저넘 다받아주다 보니 허 벌창이 돼버렸어요,42,3,0
000100,유한양행,404347776,"115,600원에 어제 예약매수 해놓았는데 닝기리","오늘 115,600원에 짤라 부렸다 ㅆ 수수료만 날아 갔네 ㅆ. ㅂ",45,0,1
000100,유한양행,404341354,아주 밟아버리는군,유한답다 공매 전쟁선포 안한다는건 회사와 한몸이라는거다 계속 눌러라 주가 밟아버리라고 오늘 10퍼만 빼봐라 찔끔찔끔 빼지말고,36,1,0
000100,유한양행,404331085,계단식하락,튀어라 진짜 죽는다 ㅋㅋㅋㅋ,33,3,3
000100,유한양행,404326765,자사주 소각 공시라도,회사는 자사주 소각 공시라도 하지 ᆢ 이게뭡니까,30,4,0
000100,유한양행,404320467,여긴 SC제형 승인 기대감 주가 상승 안하냐,바이오가 무슨실적 타령인지 ㅎ 기대감으로 전고 뚫고 하지 ㅎ,33,3,0
000100,유한양행,404317375,IR하면 떨어지는이유,지금까지 보면 IR만하면떨어지는이유가 주주를 위해서 해주는게 없네 사라고 해도 주가부양을 위해서 뭘안하는데 주식사라고는 왜하는지 지금 렉라자 승인 진행상황 회사에서발표한게 있나요?,60,3,1
000100,유한양행,404305168,시총 10조짜리 우선주 1000억 비싸다고 함 ㅋㅋ,절대 안감 이 개잡주는 ㅎ,57,0,0
000100,유한양행,404300057,오늘은,지수보단 그냥 바이오섹터 하락으로 같이 하락한거 같음. 거래량봐도 큰의미 없음. 글고 네이버로 대한민국 주식하는 사람들 수급 다 붙었고 역대급 거래량과 3.5조 거래대금 터졌음. 이것땜에 대부분 종목 흐르른거 같음.,131,1,6
000100,유한양행,404291895,뱀장수!!!!,"조목죄가,,,,, 사활을 걸고 주주가치에 대한 의지를 보여야 그나마,,,, 조금은 희망찬가라도 기대할텐데,,,,, 추석이 낼 모렌데,,, 이 화상과 졸개들은,,, 주주들은 피 또ㅇ 싸는거 모르고 보니스다, 급여다, 두둑한 유동성머니로 배 터지게 소고기 사먹겠지!!!!!! 캬악~~~ 가래침도 아깝다,,,,,",23,1,0
000100,유한양행,404281777,회사는 뭐하남,본인들도 지금 고점이라 인정하는것 같은디,17,0,0
000100,유한양행,404276565,차처럼 마시는 감기약 출시,정말 바보같다 차는 차고 약은 약이지 차처럼 마시는 감기약 감기를 즐기니,23,1,1
000100,유한양행,404267072,왜 이시기에? 미국에서? Ir?,미국엣 지금 누가 있나요?.. 잘생각해보세요,160,4,1
000100,유한양행,404259423,YH35324 기술이전 소식 아는 분 없나요?,유한 홀딩합니다.,47,0,3
000100,유한양행,404254495,주식박살내는신한증권,미웁긴하다,31,2,1
000100,유한양행,404247378,오늘 기는날이다,꽉 잡아라 안가고는 못베긴다 그 무거운 셀트도 간다,104,0,9
000100,유한양행,404243701,감자들아 이건 속빈강정이여,매출많으면 모하냐 순익이적고 남아있는자산이 깡통인데 조또마떼 구다사이,48,2,8
000100,유한양행,404231625,흠,미호강에가서 낚시하면 미생물 낚는건가?,45,4,0
000100,유한양행,404222543,혹시 유한양행이 유한양갱파는 회사 맞나요?,유한양갱 맛있을려나 ㅠㅠ,49,1,1
000100,유한양행,404209105,쌍봉 딱 찍고,조정 받 잖아 무조건 매수 하지 말고 오른 것도 없는게 사팔 사팔 하는게 답,82,2,3
000100,유한양행,404203876,공매도나 외인 기관들이 개미들한테 네들이 투매 안하나보자 뭐,"이러고 있는 듯. 결국 주가지수는 꾸준히 야금야금 언제든 오를테고, 개미들것은 뺏고 싶고, 안내주니, 주식시장 전체를 초토화시키려고 오늘 날 잡은 듯, 그러나, 던질 일은 없거니와 더 매수 위해 기다리고 있다. 맘대로 주식시장 조져봐라. 앞으로 4년 내 투자종목 그냥 묵힐거다. 최소한 종목당 50프로는 먹겠지, 운 좋으면 100% 이상. 절대 안던져.",56,2,1
000100,유한양행,404198720,유한 2년차 내 말대로 되는게 나도 신기함,이번주에 11만 초까지 내려간다,110,4,6
000100,유한양행,404194036,뭐 한두번 도 아니고 상습적인데,찔끔찔끔 욱죄 오줌싸듯이 올려놓고 하루아침에 한방에 빼서 주주들 넋까지 빼버리는 탁월한 주가조작꾼들~ 빨리 빨리 수사해서 패가망신2호 등극하자,52,8,2
000100,유한양행,404191486,개상롬의 개잡주,에라 개상롬의 개잡주,24,2,2
000100,유한양행,404184885,丕刀卜長 종목임은 확실하네,공매 주포야? 丕 刀卜 づЙ んЙ 刀│ ○ㅑ,57,7,0
000100,유한양행,404175427,이건 아닌거 같다,팔때가 된거 같네,53,2,0
000100,유한양행,404170457,쓰레기 천지구나,저 많은 쓰레기 언제 치우지 확 쓸어버렸음 좋겠다 대표님 주가 확 내려주십시요,53,2,1
000100,유한양행,404153519,오스코텍 지붕이 없다 어디까지 갈지 모르겠다,유한 개쇄,190,8,3
000100,유한양행,404144041,공매도들 난리가났네,셀트여파가 크긴하네 발광하네 바이오주공매도들 아니 발악이맞겟네,215,3,1
000100,유한양행,404136278,흐름 좋고~,항상 오르는게 좋은게 아닌거임. 오늘은 눌려도 좋다! 흐름 굿,23,0,2
000100,유한양행,404129326,해외든 국내든 IR만하면,그시점부터 주가는 개폭락 참 특이하지 외인이든 기관이든 약속이나 한듯이 그선두엔 조욱제 가 있겠지 이럴거면 IR 조 빠러 하냐,99,13,1
000100,유한양행,404121832,개잡주 끝판왕 답다,말이 안나오네~헐,23,3,2
000100,유한양행,404115339,유한아 10만 이하로 한번만 찍어주면 안되냐.,나 너를 가지고 싶지만 지금은 좀 그래.,54,3,6
000100,유한양행,404108995,개미들이 매도하네,못버티고 다 던지네,34,2,1
000100,유한양행,404103683,감사합니다,계속 물량 받을게요,18,2,0
000100,유한양행,404099250,렉라자 이정도면 기적의 항암제 아닌가,"김 사장은 고대 의대 1년 후배 사례를 예로 들었다. 레이저티닙이 국내 식약처 허가를 받고, EAP(환자지원 프로그램)에 진입했던 시기 그의 후배 한 명이 EGFR 변이 비소세포폐암 진단을 받았다. 후배는 온몸의 뼈에 암세포가 전부 전이가 될 정도로 심각했지만, 레이저티닙 사용 후 1년 만에 완치가 되면서 다시 일상으로 복귀한 것이다. 온몸의 암세포가 전이 되었는데 완치라니 왜 암환자들이 렉라자 달라고 하는지 알겠다",189,13,2
000100,유한양행,404087710,오늘,개인들 마이 털었네 외인 기관들이 샀군. 풍악을 울려라~~,86,8,5
000100,유한양행,404083088,유암양행,어찌그렇게도 빌빌거리냐 삼천당 주가좀보거라 하고많은 주식에 하필이면 암덩어리 이놈을 택해설까,136,8,0
000100,유한양행,404077069,내일 장대양봉 하나 기대해봄니다,힘 좀 내자고,218,14,2
000100,유한양행,404071338,오늘도 욕하는 애들은 얼마에 물린거임?,ㅋㅋㅋㅋ 답도없네 아니 3프로 이상 슈팅나온거면 좋아해야지 하여간 주식오르면 지가 잘해서 당연하거고 떨어지면 남탓이지? 작은것에 고마워 하고 감사할줄 알아라.,166,10,3
000100,유한양행,404068781,거래량이 150만주 이상 나오면 안심인데...,"거래량이 어정쩡 하여 쫌 그러네..... 금요일보다 두배정도 나오면 전고점 깰수 있을텐데.. 그 다음 목표가는 139,000원 본다",104,6,0
000100,유한양행,404065744,122500 30억,저것 먹으면 13만 안착간다 힘종 쓰자구 근데 모카커피가 안보이네,69,4,0
000100,유한양행,404058828,알테,승인나도 쩜상 못가는데 무겁다쳐도 양갱이는 쩜상가겠나,40,2,0
000100,유한양행,404054323,차트가 넘 이쁘다 실적은 거짓말 안쳐잉,새로운 파장이 만들어졌고 파장 저점에서 쌍바닥 만들어버렸어 ~~ 실적은 거짓말 안쳐잉 몇년이든 기다려주마 20만원은 간다잇,126,4,0
000100,유한양행,404051232,슈팅 나오기 15분전,털린개미들 운다,52,1,1
000100,유한양행,404041039,외놈들이 신한프로그램 쓰는데,오늘도 고추가루 뿌리네 진짜 신한 박멸해야한다. 삼천당 반만따라가봐라.,73,5,2
000100,유한양행,404033231,알테오젠 떨거지들이 자꾸 기어오는데,니들 차트 안보냐? 알테오젠 고점이야. 혹시라도 멍청해서 유한양행 팔고 알테오젠 갈 생각이면 말리진 않겠지만 여긴 빠져도 1~2프로면 알테오젠은 빠지면 5~10프로 단위로 빠질거다.,89,8,2
000100,유한양행,404025435,Sc제형,존슨네 트렘피어 TREMFYA 는 sc제형 이번에 승인 받았다는데 렉라자 병행은 언제 나오니? 이건 존슨네가 하는 일이고 조욱제 십 알 아 기술수출은 언제되니?,342,16,1
000150,두산,404762405,아래 글단 극우 싀다바리 보거라,난 진보에서 극우간 사람이였거덩? 쉽게 진보에서 보수로? 자산 십분의 일토막났어 새갸 그래도 너보단 부자겠지만 알고 시부려~ 뒤돌아보니 극우가 찐애국이 아니더라 요즘 말하는 극우는 껍데기드라고? 진보도 마찬가지겠지만은~ 결국엔 적당히 진보와보수가 정답인거지~ 극우 극좌~ 둘다 엉터리더라 이말이야~ 한마디로 두산은 최근 유행따라 극좌극우가 아닌 미래지향적 4차산업 몰빵기업이고 개미꼬일까봐 새벽에 글 삭제했다만 볼놈은 봤겠지? 675 ㅋㅋ 정치와 엮을것도 없다 두산은 우상향이다 마셔마셔~~ 신나게 마셔~~,17,0,0
000150,두산,404657521,무빙이 깝깝하다,시원하게 처올라야지,137,2,0
000150,두산,404610929,공매도~~,이넘들 죽겠다~~!!!,99,5,0
000150,두산,404577200,참고용 자료,,157,5,0
000150,두산,404476214,두산,,194,0,0
000150,두산,404430706,히야 이런 꼼수가...,자사주규모가 얼마인데..그냥 소각하겠나 우와 이런식의 꼼수가 숨어 있었네 헐 다른 지주사들에 투자중인데 교훈으로 삼겠습니다,217,2,0
000150,두산,404375803,두산전자 올해 영익 4천억 예상,지주사 반납했으니까 전자만 반영해서 20배 때려도 시초 8조 적장가..비싸냐 싸냐??,1053,12,1
000150,두산,404224031,오늘도 개미탕이구먼,ㅋㅋㅋ흐미,93,1,0
000150,두산,404044929,머있나?,공유합시다,215,0,0
000150,두산,403917509,100만 가나요?,혹시나 . . 에이아이가 대세는대세,91,0,1
000150,두산,403750657,오클로,16%가는데 넌 뭐하냐? 정권이 아무리 풍력태양광이지만 천조국이 SMR이라잖어 따라가,142,3,0
000150,두산,403654885,대통령이 탈원전 정책 시행 할 듯.,만약 진짜 시행이 된다면 무섭고 불안하네요.ㅠ,248,1,3
000150,두산,403502816,두산2우B가 투자주의종목으로 지정될 예정이에요📢,,116,2,0
000150,두산,403378531,두산(000150) 리포트 : 목표주가 분석정리,https://infoissue.com/information/390682/,149,0,2
000150,두산,403323981,두산 ㄱㄱㄱㄱㄱㄱ,ㄱㄱㄱㄱㄱㄱ,36,0,0
000150,두산,403276018,71에서부터 46까지 개미들만 다터는구나,다털어라 다털어~ 개미 없는 종목 만들어보자구나~ 몇일만에 토론방 310명에서 반토막 대단하다 대단해 개미씨를 싹다 말려버렸구나,254,4,1
000150,두산,403100952,넌 언제 오를거냐?,빨리 구름대 박차고 상승해야하는데 언제까지 눈치볼거니? 구름대 얼마 안남았는데 박차고 가자,106,0,2
000150,두산,402984535,리죄명이 외환죄국민청원동의해주세요,https://petitions.assembly.go.kr/proceed/onGoingAll/3A82684F5F6B19FDE064ECE7A7064E8B,128,12,12
000150,두산,402688970,두산~~,65만가즈아~~,173,3,0
000150,두산,402589309,기사 참조,https://n.news.naver.com/article/031/0000959017?cds=news_my 주력산업 3가지 중 2가지가 두산에 해당되네요~^^,159,3,1
000150,두산,402515574,기사 참고하세요~^^,"https://n.news.naver.com/article/469/0000882610?sid=101 타이밍이 좀 의심스럽긴 하지만, 급락 이슈가 완화될 가능성이 있네요~",216,1,1
000150,두산,402478497,억까하락 끝,이제 반등시작,98,0,1
000150,두산,402462683,10% 이상 하락했어요 😞,,35,0,0
000150,두산,402443057,로얄티 2천억인데 1조 1천억으로 선동하네,정치인들 진짜 추잡하다. 뻔히 로얄티는 2천억이고. 9천억은 기자재 매입대금이라고 했는데. 마치 1조 1천억을 갖다바치는 계약인냥 선동하네. 9천억은 어차피 발생하는 비용인데. 광우병 선동급이네.,492,19,13
000150,두산,402431790,차트만 보면 3만원까지 수직 하강,펀드멘탈 고려시 적정가 5천우ㅓㄴ,50,3,2
000150,두산,402417018,신한 실컷 팔다가,황급히 다시 사네,116,3,1
000150,두산,402398759,매번 똑같응 패턴. 지금부턴 먼저 튀는사람이 최고수익률이아,얘들아 가격은 무한정 오를수가 없단다. 이렇게 소문나서 다 개미들이 꼬인시점엔 엔비디아급 성장이없으면 웃돈을 주고 추가 매입을 할 주체가 없어.. 상방 열어봐야 30프로야... 아니 지금부터는 유지만해도 다행이아 주식이란게 이제 모두가 아는 수준(개인마저 매출이 유추가 가능한 시점)에는 웃돈을 줄 사람이 없어. 모든 레거시 사업이 그렇게 퍼가 낮아지면서 가격이 쭉쭉 빠지다가 다른 밸류가 보일때까지 배당이나 주면서 버티는게 주식이야 주린이들아,178,0,1
000150,두산,402268612,그냥 기다려라,"주식을 일주일만 넣고 빼고 할거냐? 단타쟁이냐? 주식 무식쟁이가 단타해서 수익률 확률이 얼마나 되냐? 두산을 샀으면 미래를 보고 샀지 니가 사자마자 폭등할거만 꿈꾸고 들어 왔냐? 주식이 원래 오르락 내리락 하면서 추세 상승률을 먹을걸 기대하고 지긋이 기다려야지.. 두산은 성장이 막 시작해서 추세가 살아 있으니까. 무슨 쫌 떨어지면..어뜩해요? 팔까요? 부터 시작해서 폭락쟁이, 고점타령, 과대평가 타령까지.. 첫째 두산 주식도 없는 놈미 게시판에 뭐 좀 아는냥 팔아라..텨라..글쓰지 말고.. 둘째 떨어지면 징징대는 애들은 스스로 초보임을 인정하고 주식을 하지 말든지..게시판에 징징대지 마라.. 게시판이 두산 주식도 없는 폭락이들 아니면 징징대는 애들 때매..아주 그냥..",591,13,4
000150,두산,402114539,아놔 재맹이 때문이었네,도데체 무슨 악재가 있길래 이러나 했는데 그럼그렇지 천성이 사기꾼인데 감출 수가 없겠지,261,29,11
000150,두산,402073740,왜,뭐가 문젠데,136,0,0
000150,두산,401906030,주가가 무덤덤,급등 뉴스 아닌가요?,66,1,0
000150,두산,401823197,[10억 대주주 양도세 폐지 국민청원 동의 요청],https://petitions.assembly.go.kr/proceed/onGoingAll/3A83D596EB3E413AE064B49691C6967B,116,5,0
000150,두산,401713025,10% 이상 상승했어요 🎉,,103,1,0
000150,두산,401632606,왜 진성준이 정책 추진했는지 밝혀졌네요,투자한번도 안해본 진성준이 왜 이런 정책을 추진하게됏는지 드디어 이유가 밝혀졌네요..ㅠㅠㅠㅠ https://www.youtube.com/watch?v=zYUZiWBa08E 하루빨리 국장이 살아나길 빕니다.,354,3,2
000150,두산,401566213,대주주 양도세한도 국민청원 꼭 합시다.,"https://petitions.assembly.go.kr/proceed/onGoingAll/3A82F1F5AB7E52D0E064ECE7A7064E8B 정말 시간얼마안걸립니다. 회원로그인 →동의버튼클릭 / 비회원 →간단한 인증절차후 동의버튼클릭 나 하나쯤이야..하지마시고 ""내 재산 방어를 위해 꼭 합시다."" 그리고 우리 계좌를 마이너스로 만든 원흉 민주당 진 성 준. 지역구 강서구 을지역구입니다. 다음선거에 기억하고 지역구아니라도 주변에 말해서 꼭 찍지맙시다.",146,15,1
000150,두산,401486019,매물이 사라지는중,아여 가자,144,3,0
000150,두산,401419860,두산 매수타점,일목균형표(구름대) 돌파 20일이평선 돌파 골드크로스(5일이평선이 20일이평선 돌파) 하면 80만원까지 쭈욱 간다. 그러니 알바들 말에 휘둘리지 말고 그렇다고 실망도 말고 일단 지켜보세요.,393,7,3
000150,두산,401329490,내가 단타를 하던말던 무슨 상관인지?,대한민국에 벌레들이 너무많아 타노스가 필요하다 남 잘되는꼴 죽어도 못보는 한국인들,77,1,0
000150,두산,401293312,두산테스나,날아가는데 뭐냐,73,2,0
000150,두산,401278408,"두산, 심각한 문제? 서서히 맛탱이 가나요?","혹 엠비디아 공급 차질? 아님 두산에빌 포함 자회사 2분기 실적이 꽝인가? 두산 전 그룹이 개미들 망하게 하고 있다, 언론에 죄다 뻥만 튀기고 자회사 실적도 겨우 적자 면하는 수준에 주식수는 왜 그리 많은지,,,, 돈이 없다 보니 계속 증자를 했나 보네,,,, 서서히 맛탱이 가고 있다,,",173,2,3
000150,두산,401239235,[1일] 기관 매수 동향 눈에 띄고 있습니다,기관 매수세가 예상보다 탄탄하게 이어지고 있는 걸 확인했어요. https://vyvow.com/stock,305,1,1
000150,두산,401231673,전자bg 자체사업 실적,기사 나오고 하니 털만큼 털고 반등하네ㅎㅎ 올해 100만원은 가야지!!,96,4,3
000150,두산,401221597,두산 떡상 가즈아 ㅋㅋㅋㅋ,듀산 세력 메이져^^ㅋㅋㅋㅋㅋ -뿌잉이-,131,5,2
000150,두산,401154696,개미 꼬시기 내일 금요일,또 패대기..잡주라서,110,3,0
